0.0725075529 2.3389830508
0.0725075529 2.2500000000
0.0815709970 2.4915254237
0.0845921450 2.4088983051
0.1163141994 2.2500000000
0.1540785498 2.2436440678
0.1555891239 2.3453389831
0.1586102719 2.2817796610
0.1586102719 2.1355932203
0.1601208459 2.3898305085
0.1737160121 2.2309322034
0.1812688822 2.4025423729
0.1827794562 2.5550847458
0.1963746224 2.3644067797
0.1963746224 2.0974576271
0.1978851964 2.3008474576
0.1978851964 2.2436440678
0.2492447130 2.2563559322
0.2507552870 2.2055084746
0.2552870091 2.3326271186
0.2567975831 2.4597457627
0.2583081571 2.0847457627
0.2613293051 2.1800847458
0.3006042296 2.1800847458
0.3036253776 2.2436440678
0.3383685801 2.3644067797
0.3383685801 2.2754237288
0.3519637462 2.0720338983
0.3927492447 1.8622881356
0.3927492447 1.8559322034
0.3927492447 1.8114406780
0.3942598187 1.9131355932
0.3987915408 1.9512711864
0.3987915408 1.7542372881
0.4003021148 2.0593220339
0.4003021148 2.0021186441
0.4003021148 1.9766949153
0.4441087613 1.8305084746
0.4456193353 1.7923728814
0.4456193353 1.6716101695
0.4456193353 1.6652542373
0.4471299094 1.7478813559
0.4486404834 1.7033898305
0.4531722054 1.8813559322
0.5090634441 1.4046610169
0.5090634441 1.2838983051
0.5120845921 1.5000000000
0.5422960725 1.4491525424
0.5453172205 1.5127118644
0.5453172205 1.3665254237
0.5453172205 1.3093220339
0.5453172205 1.2711864407
0.5679758308 1.3792372881
0.5679758308 1.2775423729
0.5679758308 1.2076271186
0.5679758308 1.1504237288
0.6540785498 1.0296610169
0.6540785498 0.9597457627
0.7160120846 0.8580508475
0.7175226586 0.7754237288
0.7416918429 0.7944915254
0.7462235650 0.7436440678
0.7462235650 0.6546610169
0.7658610272 0.6800847458
0.7658610272 0.6228813559
0.7885196375 0.6927966102
0.7900302115 0.5974576271
0.8066465257 0.5656779661
0.8172205438 0.6419491525
0.8172205438 0.5211864407
0.8232628399 0.5338983051
0.8383685801 0.5084745763
0.8398791541 0.4194915254
0.8549848943 0.5148305085
0.8549848943 0.3368644068
0.8580060423 0.4385593220
0.8640483384 0.3940677966
0.8670694864 0.4322033898
0.8746223565 0.3177966102
0.8761329305 0.3877118644
0.8761329305 0.3432203390
0.8912386707 0.4004237288
0.8912386707 0.3305084746
0.8912386707 0.2733050847
0.9169184290 0.3432203390
0.9184290030 0.2605932203
0.9259818731 0.2987288136
0.9410876133 0.2351694915
0.9441087613 0.2923728814
0.9486404834 0.1716101695
0.9531722054 0.1398305085
0.9561933535 0.2161016949
0.9592145015 0.2733050847
0.9682779456 0.0889830508
0.9712990937 0.1779661017
0.9743202417 0.1716101695
0.9758308157 0.0508474576
0.9833836858 0.1271186441
0.9894259819 0.0953389831
0.9984894260 0.1588983051
1.0000000000 0.0317796610
