0.0040820900 2.5338482075
0.0181052699 2.5338482075
0.0321284498 2.5338482075
0.0461516296 2.5338482075
0.0601748095 2.5342210826
0.0741979894 2.5409328348
0.0882211692 2.5427972104
0.1022443491 2.5442887109
0.1162675290 2.5487632124
0.1302907088 2.5487632124
0.1443138887 2.5517462134
0.1583370686 2.5547292143
0.1723602484 2.5547292143
0.1863834283 2.5547292143
0.2004066082 2.5547292143
0.2144297881 2.5547292143
0.2284529679 2.5547292143
0.2424761478 2.5547292143
0.2564993277 2.5547292143
0.2705225075 2.5547292143
0.2845456874 2.5506275880
0.2985688673 2.5476445870
0.3125920471 2.5409328348
0.3266152270 2.5308652065
0.3406384069 2.5166959518
0.3536450663 2.5070420617
0.3689248895 2.4949874687
0.3851251841 2.4774436090
0.4019898188 2.4551102621
0.4160129987 2.4358859104
0.4300361785 2.4115451673
0.4440593584 2.3832066579
0.4580825383 2.3518851477
0.4721057181 2.3201907622
0.4861288980 2.2903607524
0.5001520779 2.2586663670
0.5141752577 2.2273448567
0.5281984376 2.1926674703
0.5422216175 2.1557528332
0.5540716847 2.1266890051
0.5662739323 2.0989974937
0.5800489851 2.0602355072
0.5948085420 2.0237550398
0.6088317218 1.9853489021
0.6228549017 1.9458241392
0.6368780816 1.9055536259
0.6509012614 1.8623001117
0.6640479926 1.8196325441
0.6763182750 1.7757398154
0.6894650061 1.7317938188
0.7034881860 1.6866759290
0.7166349171 1.6432093432
0.7289051995 1.5984643285
0.7420519306 1.5524408848
0.7543222130 1.5071987033
0.7665924954 1.4622051052
0.7797392265 1.4169274117
0.7920095089 1.3760176840
0.8051562400 1.3234955596
0.8191794199 1.2761404190
0.8332025997 1.2325140296
0.8472257796 1.1818030130
0.8612489595 1.1340749973
0.8735192419 1.0910700665
0.8857895242 1.0423477171
0.8998127041 0.9949925766
0.9138358840 0.9457730604
0.9278590638 0.8991636700
0.9418822437 0.8533000300
0.9559054236 0.8122837665
0.9699286034 0.7686573771
0.9839517833 0.7276411137
0.9962220657 0.6968167702
