0.0005552155 1.5940971482
0.0189943992 1.5940200465
0.0388662475 1.5947636729
0.0577045230 1.5974170122
0.0753455229 1.6024471189
0.0934674660 1.6081765935
0.1133393144 1.6117625874
0.1323280835 1.6160662474
0.1500642370 1.6207376143
0.1672242004 1.6258971959
0.1841539970 1.6273889530
0.2018824782 1.6274314209
0.2221299899 1.6294740170
0.2398594922 1.6285008184
0.2572688031 1.6259632651
0.2749916544 1.6208404348
0.2927145056 1.6139163649
0.3111086770 1.6050698862
0.3279123360 1.5899772948
0.3440933875 1.5731410900
0.3603835740 1.5554942630
0.3773008411 1.5316318631
0.3923565712 1.5061544470
0.4076761021 1.4770397211
0.4221114592 1.4483117816
0.4364279025 1.4165967207
0.4494581639 1.3847141183
0.4622805025 1.3506044712
0.4753570457 1.3150335094
0.4883661847 1.2789859030
0.5010922716 1.2402968419
0.5137130900 1.2032778615
0.5267057163 1.1588185556
0.5402590057 1.1182034849
0.5537613577 1.0775758445
0.5653599847 1.0372258181
0.5755632778 1.0062699682
0.5850522992 0.9702400216
0.5972253132 0.9312491165
0.6123012451 0.8883692429
0.6265708668 0.8387536161
0.6391159464 0.7972278020
0.6509324685 0.7631877023
0.6624412875 0.7323641827
0.6733113514 0.6998409776
0.6847654572 0.6699524328
0.6962686965 0.6395240487
0.7087544780 0.6042928617
0.7224995264 0.5753839389
0.7372184512 0.5399927463
0.7513927776 0.5056750822
0.7671257627 0.4752384838
0.7811803290 0.4455839723
0.7955332774 0.4167870295
0.8074713293 0.3896895081
0.8225682861 0.3641942533
0.8365746021 0.3389305044
0.8509313866 0.3140705956
0.8659837800 0.2909568488
0.8794679976 0.2685899229
0.8939761845 0.2449723556
0.9081690372 0.2237825772
0.9242947951 0.2010184495
0.9401858898 0.1840985200
0.9532935062 0.1643392924
0.9688673603 0.1468982655
0.9858738791 0.1296944226
0.9987128567 0.1057780897
