x,y
0.19931304571135078, 2.479150197628458
0.20318920133538776, 2.472332015810276
0.21371019517205958, 2.4018774703557306
0.21814008731381612, 2.381422924901185
0.22256997945557266, 2.363241106719367
0.2269998715973292, 2.3427865612648215
0.23032229070364663, 2.3268774703557304
0.24804185927067285, 2.184832015810276
0.2524717514124294, 2.1768774703557305
0.25690164355418593, 2.1734683794466396
0.2613315356959425, 2.1859683794466394
0.29677067282999486, 2.0177865612648214
0.3012005649717514, 2.0041501976284577
0.30563045711350795, 1.9859683794466396
0.3100603492552645, 1.9655138339920941
0.3144902413970211, 1.9450592885375486
0.31892013353877763, 1.9268774703557305
0.32335002568053417, 1.9086956521739125
0.32722618130457115, 1.8965744400527003
0.4512631612737545, 1.4905138339920931
0.2655367231638418, 2.1681159420289844
0.2704802259887005, 2.1449275362318834
0.2761299435028248, 2.1217391304347815
0.1793785310734463, 2.5507246376811583
0.17302259887005655, 2.5739130434782598
0.16807909604519777, 2.5971014492753612
0.163135593220339, 2.620289855072463
0.1574858757062147, 2.6318840579710137
0.1518361581920904, 2.655072463768115
0.12994350282485878, 2.747826086956521
0.1242937853107345, 2.759420289855072
0.1186440677966102, 2.7826086956521734
0.11370056497175145, 2.794202898550724
0.10805084745762712, 2.805797101449275
0.1031073446327684, 2.8173913043478254
0.08050847457627121, 2.8869565217391298
0.07556497175141245, 2.8985507246376807
0.0706214689265537, 2.9101449275362317
0.06567796610169498, 2.9101449275362317
0.060734463276836195, 2.921739130434782
0.0550847457627119, 2.9333333333333327
0.0494350282485876, 2.944927536231883
0.03107344632768362, 2.968115942028985
0.025423728813559324, 2.968115942028985
0.019774011299435054, 2.9797101449275356
0.01412429378531073, 2.9797101449275356
0.008474576271186446, 2.9797101449275356
0.0014124293785310743, 2.979710144927536
0.3411016949152542, 1.831884057971013
0.3474576271186441, 1.8086956521739115
0.3531073446327683, 1.7855072463768105
0.3587570621468927, 1.7623188405797086
0.36440677966101703, 1.7507246376811576
0.3700564971751412, 1.7275362318840566
0.37570621468926557, 1.7043478260869547
0.3940677966101695, 1.6463768115942017
0.3983050847457627, 1.6231884057970998
0.402542372881356, 1.6231884057970998
0.40677966101694923, 1.5999999999999979
0.4117231638418079, 1.5884057971014478
0.4166666666666667, 1.5768115942028968
0.42161016949152547, 1.565217391304346
0.42655367231638425, 1.553623188405795
0.4392655367231639, 1.507246376811593
0.4449152542372882, 1.495652173913042
0.4569209039548023, 1.472463768115941
0.46257062146892663, 1.46086956521739
0.4675141242937853, 1.449275362318839
0.47316384180790955, 1.437681159420288
0.4964689265536722, 1.402898550724637
0.5021186440677967, 1.391304347826086
0.5077683615819212, 1.3797101449275342
0.5134180790960453, 1.3681159420289841
0.5190677966101696, 1.356521739130434
0.5247175141242939, 1.344927536231883
0.5303672316384183, 1.3333333333333313
0.54590395480226, 1.3217391304347812
0.5515536723163842, 1.3101449275362302
0.5572033898305085, 1.2985507246376802
0.5621468926553673, 1.2869565217391292
0.5677966101694917, 1.2869565217391292
0.5734463276836159, 1.2869565217391292
0.5974576271186441, 1.2637681159420273
0.6031073446327685, 1.2521739130434764
0.6087570621468927, 1.2521739130434764
0.6137005649717516, 1.2521739130434764
0.6186440677966103, 1.2405797101449263
0.6235875706214691, 1.2289855072463753
0.6468926553672317, 1.1942028985507234
0.6511299435028249, 1.1826086956521724
0.6560734463276838, 1.1826086956521724
0.6610169491525424, 1.1710144927536206
0.6659604519774013, 1.1594202898550705
0.6716101694915256, 1.1478260869565196
0.6772598870056499, 1.1362318840579686
0.6829096045197741, 1.1246376811594185
0.6942090395480226, 1.1014492753623175
0.6998587570621471, 1.0898550724637666
0.7048022598870057, 1.0782608695652165
0.7104519774011301, 1.0666666666666655
0.7161016949152543, 1.0550724637681137
0.7217514124293788, 1.0434782608695627
0.7274011299435029, 1.0318840579710136
0.7549435028248586, 0.9507246376811569
0.7598870056497176, 0.9391304347826068
0.7641242937853108, 0.9275362318840559
0.7690677966101697, 0.9159420289855058
0.7725988700564973, 0.9159420289855058
0.7768361581920905, 0.8927536231884048
0.7817796610169494, 0.8811594202898538
0.786723163841808, 0.8695652173913029
0.7980225988700567, 0.8231884057971
0.8029661016949152, 0.811594202898549
0.8086158192090396, 0.7999999999999998
0.8142655367231639, 0.7768115942028988
0.8192090395480227, 0.7652173913043461
0.8248587570621471, 0.7420289855072433
0.8305084745762713, 0.730434782608695
0.8474576271186444, 0.6840579710144912
0.8524011299435029, 0.6724637681159402
0.8573446327683617, 0.6492753623188392
0.8629943502824862, 0.6260869565217364
0.8686440677966102, 0.6028985507246354
0.873587570621469, 0.5797101449275344
0.8785310734463279, 0.5681159420289843
0.891949152542373, 0.5565217391304325
0.8968926553672317, 0.5333333333333323
0.9032485875706217, 0.4869565217391285
0.9088983050847458, 0.45217391304347654
0.9138418079096046, 0.42898550724637463
0.9187853107344633, 0.4057971014492745
0.925141242937853, 0.37101449275362075
0.9420903954802261, 0.26666666666666483
0.9484463276836158, 0.24347826086956292
0.9540960451977402, 0.23188405797101286
0.9597457627118647, 0.2202898550724619
0.9646892655367233, 0.20869565217391095
0.9710451977401132, 0.19710144927536088
0.9766949152542376, 0.17391304347825898
0.9816384180790961, 0.12753623188405605
