0.9423423423 84.6820809249
0.9432432432 69.0751445087
0.9445945946 73.6994219653
0.9490990991 82.0809248555
0.9500000000 64.4508670520
0.9513513514 59.5375722543
0.9522522523 50.8670520231
0.9576576577 54.3352601156
0.9644144144 44.5086705202
0.9675675676 41.6184971098
0.9743243243 26.0115606936
0.9747747748 42.7745664740
0.9797297297 32.3699421965
0.9842342342 22.8323699422
0.9887387387 19.9421965318
0.9945945946 22.2543352601
0.9968468468 17.9190751445
0.9977477477 30.0578034682
1.0063063063 24.5664739884
1.0126126126 10.1156069364
1.0135135135 5.2023121387
1.0157657658 26.3005780347
1.0202702703 11.2716763006
1.0238738739 27.1676300578
1.0270270270 10.4046242775
1.0324324324 28.9017341040
1.0324324324 7.5144508671
1.0333333333 13.5838150289
1.0378378378 15.0289017341
1.0378378378 19.9421965318
1.0405405405 30.3468208092
1.0445945946 37.2832369942
1.0495495495 26.3005780347
1.0531531532 8.3815028902
1.0576576577 17.6300578035
1.0626126126 7.5144508671
1.0779279279 6.9364161850
1.0918918919 44.5086705202
1.0954954955 20.8092485549
1.0981981982 46.8208092486
1.1112612613 42.4855491329
1.1130630631 15.6069364162
1.1202702703 46.5317919075
1.1252252252 6.9364161850
1.1310810811 23.1213872832
1.1378378378 5.2023121387
1.1441441441 13.8728323699
1.1450450450 8.6705202312
1.1567567568 6.9364161850
1.1590090090 13.8728323699
1.1621621622 2.8901734104
